"chytrid_gene","cyano_gene","spearman_r","n_nonzero_chy","n_nonzero_cyano","min_nonzero","suspicious","locus_tag","protein","product"
"P4K2B_HUMAN","77286183",1,7,4,4,FALSE,"NMG88_RS00230","50S ribosomal protein L10","50S ribosomal protein L10"
"MTNB_OSMMO","77286970",1,7,5,5,FALSE,"NMG88_RS04165","tryptophan--tRNA ligase","tryptophan--tRNA ligase"
"PDX2_ARATH","77287073",1,7,4,4,FALSE,"NMG88_RS04680","hypothetical protein","hypothetical protein"
"PDX2_ARATH","77287954",1,7,4,4,FALSE,"NMG88_RS09085","thiol-disulfide oxidoreductase DCC family protein","DUF393 domain-containing protein"
"PDX2_ARATH","77288610",1,7,4,4,FALSE,"NMG88_RS12365","thioredoxin family protein","thioredoxin family protein"
"PDX2_ARATH","77289023",1,7,4,4,FALSE,"NMG88_RS14430","hypothetical protein","hypothetical protein"
"LDL3_ORYSI","77289261",1,7,4,4,FALSE,"NMG88_RS15620","transaldolase family protein","transaldolase family protein"
"PDX2_ARATH","77289553",1,7,4,4,FALSE,"NMG88_RS17080","precorrin-8X methylmutase","precorrin-8X methylmutase"
"RN185_HUMAN","77290105",1,7,5,5,FALSE,"NMG88_RS19840","ribosome recycling factor","ribosome recycling factor"
"SMCA1_MOUSE","77286147",1,7,6,6,FALSE,"NMG88_RS00050","malate dehydrogenase","malate dehydrogenase"
"AOX_EMENI","77286166",1,7,7,7,FALSE,"NMG88_RS00145","NADP-dependent isocitrate dehydrogenase","NADP-dependent isocitrate dehydrogenase"
"ATC3_VERDV","77286174",1,7,7,7,FALSE,"NMG88_RS00185","glycosyl hydrolase family 57","glycosyl hydrolase family 57"
"PNS1_GIBZE","77286237",1,7,6,6,FALSE,"NMG88_RS00500","efflux RND transporter periplasmic adaptor subunit","efflux RND transporter periplasmic adaptor subunit"
"YD1K_SCHPO","77286237",-1,7,6,6,FALSE,"NMG88_RS00500","efflux RND transporter periplasmic adaptor subunit","efflux RND transporter periplasmic adaptor subunit"
"SAC31_SCHPO","77286257",-1,7,6,6,FALSE,"NMG88_RS00600","Uma2 family endonuclease","Uma2 family endonuclease"
"FAT2_SCHPO","77286259",1,7,6,6,FALSE,"NMG88_RS00610","peroxiredoxin","peroxiredoxin"
"COQ8_YEAST","77286262",-1,7,6,6,FALSE,"NMG88_RS00625","peptide chain release factor 3","peptide chain release factor 3"
"SF3B1_SCHPO","77286264",1,7,7,7,FALSE,"NMG88_RS00635","malic enzyme-like NAD(P)-binding protein","malic enzyme-like NAD(P)-binding protein"
"SRCA_ASPFU","77286267",-1,7,7,7,FALSE,"NMG88_RS00650","PAS domain S-box protein","PAS domain S-box protein"
"APM1D_ORYSJ","77286300",-1,7,7,7,FALSE,"NMG88_RS00815","two-component system response regulator","GGDEF domain-containing response regulator"
"PRDX6_CHICK","77286302",-1,7,6,6,FALSE,"NMG88_RS00825","peptide-methionine (S)-S-oxide reductase MsrA","peptide-methionine (S)-S-oxide reductase MsrA"
"GPD1L_MOUSE","77286304",-1,7,6,6,FALSE,"NMG88_RS00835","caspase family protein","caspase family protein"
"FOLH1_RAT","77286312",1,7,6,6,FALSE,"NMG88_RS00875","putative Ig domain-containing protein","putative Ig domain-containing protein"
"IF2P_SCHPO","77286360",1,7,6,6,FALSE,"NMG88_RS01115","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
"AOX_TRYBB","77286361",1,7,6,6,FALSE,"NMG88_RS01120","lysylphosphatidylglycerol synthase transmembrane domain-containing protein","YbhN family protein"
"DUG1_SCHPO","77286369",-1,7,6,6,FALSE,"NMG88_RS01160","PAS domain S-box protein","PAS domain S-box protein"
"CFA43_XENLA","77286378",1,7,7,7,FALSE,"NMG88_RS01205","valine--tRNA ligase","valine--tRNA ligase"
"DPOE1_DICDI","77286398",-1,7,6,6,FALSE,"NMG88_RS01305","tetratricopeptide repeat protein","tetratricopeptide repeat protein"
"RAS1_YEAST","77286401",-1,7,6,6,FALSE,"NMG88_RS01320","L-lactate MFS transporter","OFA family MFS transporter"
"ATG22_COCIM","77286425",-1,7,6,6,FALSE,"NMG88_RS01440","phosphate/phosphite/phosphonate ABC transporter substrate-binding protein","PhnD/SsuA/transferrin family substrate-binding protein"
"BTAF1_HUMAN","77286437",1,7,6,6,FALSE,"NMG88_RS01500","MFS transporter","MFS transporter"
"RL1A_SCHPO","77286454",1,7,6,6,FALSE,"NMG88_RS01585","protein kinase domain-containing protein","serine/threonine-protein kinase"
"CHS2_RHIOL","77286457",1,7,7,7,FALSE,"NMG88_RS01600","iron uptake porin","iron uptake porin"
"SMCA1_MOUSE","77286479",1,7,7,7,FALSE,"NMG88_RS01710","serine/threonine-protein kinase","serine/threonine-protein kinase"
"DUSP4_DICDI","77286525",-1,7,6,6,FALSE,"NMG88_RS01940","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","4-hydroxy-3-methylbut-2-enyl diphosphate reductase"
"SFT2B_MOUSE","77286525",1,7,6,6,FALSE,"NMG88_RS01940","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","4-hydroxy-3-methylbut-2-enyl diphosphate reductase"
"Y3184_DICDI","77286543",-1,7,7,7,FALSE,"NMG88_RS02030","glycoside hydrolase family 13 protein","glycoside hydrolase family 13 protein"
"MCA2_TRYB2","77286550",1,7,6,6,FALSE,"NMG88_RS02065","TIGR00300 family protein","TIGR00300 family protein"
"I5P2_HUMAN","77286561",-1,7,6,6,FALSE,"NMG88_RS02120","phosphoketolase","phosphoketolase"
"I5P2_HUMAN","77286564",-1,7,6,6,FALSE,"NMG88_RS02135","glycerol-3-phosphate acyltransferase","glycerol-3-phosphate acyltransferase"
"DPH1_YARLI","77286573",1,7,7,7,FALSE,"NMG88_RS02180","thiamine-phosphate kinase","thiamine-phosphate kinase"
"FIMB_YEAST","77286573",-1,7,7,7,FALSE,"NMG88_RS02180","thiamine-phosphate kinase","thiamine-phosphate kinase"
"BSS_BOTBR","77286583",-1,7,6,6,FALSE,"NMG88_RS02230","phosphate ABC transporter permease subunit PstC","phosphate ABC transporter permease subunit PstC"
"POL3_DROME","77286606",1,7,7,7,FALSE,"NMG88_RS02345","photosystem II reaction center protein CP43","photosystem II reaction center protein CP43"
"PP12_ARATH","77286615",1,7,6,6,FALSE,"NMG88_RS02390","isoaspartyl peptidase/L-asparaginase","isoaspartyl peptidase/L-asparaginase"
"NUC1_CUNEE","77286630",-1,7,6,6,FALSE,"NMG88_RS02465","peptidylprolyl isomerase","peptidylprolyl isomerase"
"EBP_MOUSE","77286636",-1,7,6,6,FALSE,"NMG88_RS02495","HlyD family efflux transporter periplasmic adaptor subunit","HlyD family efflux transporter periplasmic adaptor subunit"
"FOXD1_RAT","77286637",1,7,7,7,FALSE,"NMG88_RS02500","ABC transporter transmembrane domain-containing protein","ABC transporter transmembrane domain-containing protein"
"MEP1_COLGM","77286637",-1,7,7,7,FALSE,"NMG88_RS02500","ABC transporter transmembrane domain-containing protein","ABC transporter transmembrane domain-containing protein"
"WDR76_XENLA","77286637",1,7,7,7,FALSE,"NMG88_RS02500","ABC transporter transmembrane domain-containing protein","ABC transporter transmembrane domain-containing protein"
"D2_DICDI","77286645",1,7,6,6,FALSE,"NMG88_RS02540","DEAD/DEAH box helicase","DEAD/DEAH box helicase"
"SIRT2_DROME","77286645",1,7,6,6,FALSE,"NMG88_RS02540","DEAD/DEAH box helicase","DEAD/DEAH box helicase"
"RRAGA_BOVIN","77286663",1,7,6,6,FALSE,"NMG88_RS02630","hypothetical protein","hypothetical protein"
"DHYS_DEBHA","77286680",-1,7,7,7,FALSE,"NMG88_RS02715","ABC transporter ATP-binding protein","ABC transporter ATP-binding protein"
"SPC97_DICDI","77286683",1,7,6,6,FALSE,"NMG88_RS02730","BCD family MFS transporter","BCD family MFS transporter"
"DC1L1_DICDI","77286688",-1,7,6,6,FALSE,"NMG88_RS02755","chemotaxis protein CheW","chemotaxis protein CheW"
"VOSA_USTMA","77286690",1,7,6,6,FALSE,"NMG88_RS02765","R3H domain-containing nucleic acid-binding protein","R3H domain-containing nucleic acid-binding protein"
"PK3C3_HUMAN","77286740",-1,7,6,6,FALSE,"NMG88_RS03015","TIGR00341 family protein","TIGR00341 family protein"
"UBA3_RAT","77286742",-1,7,6,6,FALSE,"NMG88_RS03025","non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase","UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)"
"RMD5_ARATH","77286760",-1,7,6,6,FALSE,"NMG88_RS03115","LysM peptidoglycan-binding domain-containing M23 family metallopeptidase","M23 family metallopeptidase"
"SYMPK_MOUSE","77286781",-1,7,6,6,FALSE,"NMG88_RS03220","aliphatic sulfonate ABC transporter substrate-binding protein","aliphatic sulfonate ABC transporter substrate-binding protein"
"DUG1_SCHPO","77286806",-1,7,6,6,FALSE,"NMG88_RS03345","DUF1517 domain-containing protein","DUF1517 domain-containing protein"
"DUS16_HUMAN","77286815",1,7,7,7,FALSE,"NMG88_RS03390","ammonium transporter","ammonium transporter"
"ATG22_COCIM","77286827",1,7,6,6,FALSE,"NMG88_RS03450","acyltransferase family protein","acyltransferase"
"DPH7_DICDI","77286829",1,7,6,6,FALSE,"NMG88_RS03460","L-threonylcarbamoyladenylate synthase","L-threonylcarbamoyladenylate synthase"
"KIF11_HUMAN","77286829",-1,7,6,6,FALSE,"NMG88_RS03460","L-threonylcarbamoyladenylate synthase","L-threonylcarbamoyladenylate synthase"
"SUB2_PSED2","77286829",-1,7,6,6,FALSE,"NMG88_RS03460","L-threonylcarbamoyladenylate synthase","L-threonylcarbamoyladenylate synthase"
"SIM3_SCHPO","77286830",1,7,7,7,FALSE,"NMG88_RS03465","class I SAM-dependent DNA methyltransferase","DNA methyltransferase"
"PMGT2_BOVIN","77286851",1,7,6,6,FALSE,"NMG88_RS03570","xanthine dehydrogenase small subunit","xanthine dehydrogenase small subunit"
"GEM1_CRYNB","77286853",-1,7,7,7,FALSE,"NMG88_RS03580","XdhC family protein","XdhC/CoxI family protein"
"PRS10_SCHPO","77286855",-1,7,6,6,FALSE,"NMG88_RS03590","glycogen synthase GlgA","glycogen synthase GlgA"
"IMDH_CRYNJ","77286883",-1,7,7,7,FALSE,"NMG88_RS03730","ATP-dependent chaperone ClpB","ATP-dependent chaperone ClpB"
"TNPO2_HUMAN","77286883",-1,7,7,7,FALSE,"NMG88_RS03730","ATP-dependent chaperone ClpB","ATP-dependent chaperone ClpB"
"DNAI3_HUMAN","77286892",1,7,6,6,FALSE,"NMG88_RS03775","alpha-D-glucose phosphate-specific phosphoglucomutase","alpha-D-glucose phosphate-specific phosphoglucomutase"
"LPIN1_HUMAN","77286892",-1,7,6,6,FALSE,"NMG88_RS03775","alpha-D-glucose phosphate-specific phosphoglucomutase","alpha-D-glucose phosphate-specific phosphoglucomutase"
"RL15_QUESU","77286892",1,7,6,6,FALSE,"NMG88_RS03775","alpha-D-glucose phosphate-specific phosphoglucomutase","alpha-D-glucose phosphate-specific phosphoglucomutase"
"CYSD_EMENI","77286908",-1,7,6,6,FALSE,"NMG88_RS03855","Glu/Leu/Phe/Val family dehydrogenase","Glu/Leu/Phe/Val dehydrogenase"
"TPPC3_CHICK","77286918",-1,7,6,6,FALSE,"NMG88_RS03905","DevA family ABC transporter ATP-binding protein","DevA family ABC transporter ATP-binding protein"
"WDR35_RAT","77286931",1,7,6,6,FALSE,"NMG88_RS03970","hypothetical protein","hypothetical protein"
"MDN1_SCHPO","77286933",-1,7,6,6,FALSE,"NMG88_RS03980","CBS domain-containing protein","CBS domain-containing protein"
"UCP12_SCHPO","77286941",1,7,6,6,FALSE,"NMG88_RS04020","AAA family ATPase","AAA family ATPase"
"C3H27_ORYSJ","77286964",-1,7,7,7,FALSE,"NMG88_RS04135","excinuclease ABC subunit UvrB","excinuclease ABC subunit UvrB"
"GVP36_YEAST","77286966",-1,7,6,6,FALSE,"NMG88_RS04145","S-layer homology domain-containing protein","S-layer homology domain-containing protein"
"MDHM_SCHPO","77286967",1,7,7,7,FALSE,"NMG88_RS04150","8-amino-7-oxononanoate synthase","8-amino-7-oxononanoate synthase"
"GSHR_DICDI","77287028",-1,7,7,7,FALSE,"NMG88_RS04455","c-type cytochrome biogenesis protein CcsB","c-type cytochrome biogenesis protein CcsB"
"ICMT_XENLA","77287033",-1,7,7,7,FALSE,"NMG88_RS04480","Yip1 family protein","peptidase"
"TGS1_RAT","77287033",-1,7,7,7,FALSE,"NMG88_RS04480","Yip1 family protein","peptidase"
"RAB1A_LYMST","77287040",1,7,7,7,FALSE,"NMG88_RS04515","chaperonin GroEL","chaperonin GroEL"
"CYSD_EMENI","77287048",-1,7,6,6,FALSE,"NMG88_RS04555","ornithine carbamoyltransferase","ornithine carbamoyltransferase"
"BLM_HUMAN","77287049",-1,7,6,6,FALSE,"NMG88_RS04560","histidine kinase","histidine kinase"
"H3_CRYNB","77287053",-1,7,7,7,FALSE,"NMG88_RS04580","magnesium chelatase ATPase subunit D","magnesium chelatase ATPase subunit D"
"ALF_SCHPO","77287066",1,7,7,7,FALSE,"NMG88_RS04645","D-alanine--D-alanine ligase family protein","D-alanine--D-alanine ligase family protein"
"HEM2_EREGS","77287066",1,7,7,7,FALSE,"NMG88_RS04645","D-alanine--D-alanine ligase family protein","D-alanine--D-alanine ligase family protein"
"ATG26_NEUCR","77287072",1,7,6,6,FALSE,"NMG88_RS04675","WD40 repeat domain-containing protein","WD40 repeat domain-containing protein"
"WSCD1_ARTBC","77287072",1,7,6,6,FALSE,"NMG88_RS04675","WD40 repeat domain-containing protein","WD40 repeat domain-containing protein"
"DEGS1_DROME","77287080",-1,7,6,6,FALSE,"NMG88_RS04715","CHASE2 domain-containing protein","adenylate/guanylate cyclase domain-containing protein"
"CWC22_CRYNB","77287090",1,7,6,6,FALSE,"NMG88_RS04765","ATP-dependent helicase","ATP-dependent helicase"
"WDR83_DICDI","77287099",1,7,7,7,FALSE,"NMG88_RS04810","Tab2/Atab2 family RNA-binding protein","Tab2/Atab2 family RNA-binding protein"
"CAPZB_EMENI","77287118",-1,7,7,7,FALSE,"NMG88_RS04905","TIGR03279 family radical SAM protein","TIGR03279 family radical SAM protein"
"TRPS1_XENLA","77287126",-1,7,6,6,FALSE,"NMG88_RS04945","FAD-dependent oxidoreductase","FAD-dependent oxidoreductase"
"DRG1_BOVIN","77287138",-1,7,6,6,FALSE,"NMG88_RS05005","class II aldolase/adducin family protein","class II aldolase/adducin family protein"
"CFA44_MOUSE","77287147",1,7,7,7,FALSE,"NMG88_RS05050","GNAT family N-acetyltransferase","GNAT family N-acetyltransferase"
"SCE2_YEAST","77287190",-1,7,6,6,FALSE,"NMG88_RS05265","FkbM family methyltransferase","FkbM family methyltransferase"
"GALK2_PONAB","77287214",1,7,6,6,FALSE,"NMG88_RS05385","glutamate synthase-related protein","glutamate synthase-related protein"
"COPIA_DROME","77287229",1,7,6,6,FALSE,"NMG88_RS05460","ATP synthase F1 subunit delta","ATP synthase F1 subunit delta"
"AL7A1_BOVIN","77287232",-1,7,7,7,FALSE,"NMG88_RS05475","N-acetylmuramoyl-L-alanine amidase","N-acetylmuramoyl-L-alanine amidase"
"LBSA_EMENI","77287237",-1,7,6,6,FALSE,"NMG88_RS05500","15-cis-phytoene desaturase","15-cis-phytoene desaturase"
"NU6M_USTMA","77287240",1,7,6,6,FALSE,"NMG88_RS05515","glycoside hydrolase family 31 protein","glycoside hydrolase family 31 protein"
"TBBN_GUITH","77287242",-1,7,6,6,FALSE,"NMG88_RS05525","MFS transporter","MFS transporter"
"DC1L1_DICDI","77287243",-1,7,6,6,FALSE,"NMG88_RS05530","apolipoprotein N-acyltransferase","apolipoprotein N-acyltransferase"
"RSP5_ASPFN","77287250",1,7,6,6,FALSE,"NMG88_RS05565","carbonic anhydrase","carbonic anhydrase"
"JMJ22_ARATH","77287251",-1,7,6,6,FALSE,"NMG88_RS05570","NADH-quinone oxidoreductase subunit M","NADH-quinone oxidoreductase subunit M"
"DHX29_XENLA","77287257",-1,7,6,6,FALSE,"NMG88_RS05600","MlaE family lipid ABC transporter permease subunit","MlaE family lipid ABC transporter permease subunit"
"DPOD_SCHPO","77287260",-1,7,7,7,FALSE,"NMG88_RS05615","phosphoribulokinase","phosphoribulokinase"
"ABCF2_DICDI","77287280",-1,7,6,6,FALSE,"NMG88_RS05715","transglutaminase TgpA family protein","DUF3488 and DUF4129 domain-containing transglutaminase family protein"
"DBP7_PHANO","77287280",1,7,6,6,FALSE,"NMG88_RS05715","transglutaminase TgpA family protein","DUF3488 and DUF4129 domain-containing transglutaminase family protein"
"HMGCL_MACFA","77287328",-1,7,6,6,FALSE,"NMG88_RS05955","glycerol dehydrogenase","glycerol dehydrogenase"
"MOGT1_HUMAN","77287329",-1,7,7,7,FALSE,"NMG88_RS05960","GDP-L-fucose synthase family protein","GDP-L-fucose synthase"
"RTEL1_ORYSJ","77287329",1,7,7,7,FALSE,"NMG88_RS05960","GDP-L-fucose synthase family protein","GDP-L-fucose synthase"
"SL9B2_PONAB","77287335",1,7,7,7,FALSE,"NMG88_RS05990","NAD+ synthase","NAD+ synthase"
"DBP3_BOTFB","77287345",-1,7,6,6,FALSE,"NMG88_RS06040","DNA methyltransferase","DNA methyltransferase"
"FA72B_HUMAN","77287345",1,7,6,6,FALSE,"NMG88_RS06040","DNA methyltransferase","DNA methyltransferase"
"VPS1_SCHPO","77287345",1,7,6,6,FALSE,"NMG88_RS06040","DNA methyltransferase","DNA methyltransferase"
"C3H27_ORYSJ","77287357",1,7,6,6,FALSE,"NMG88_RS06100","type II toxin-antitoxin system VapC family toxin","PIN domain-containing protein"
"NDB3_ARATH","77287381",-1,7,7,7,FALSE,"NMG88_RS06220","hypothetical protein","hypothetical protein"
"YPKA_ASPFU","77287381",-1,7,7,7,FALSE,"NMG88_RS06220","hypothetical protein","hypothetical protein"
"SUBF_METRA","77287394",-1,7,6,6,FALSE,"NMG88_RS06285","ABC transporter ATP-binding protein","ABC transporter ATP-binding protein"
"CBPC5_XENTR","77287397",-1,7,6,6,FALSE,"NMG88_RS06300","YheT family hydrolase","alpha/beta fold hydrolase"
"DGP14_ARATH","77287397",-1,7,6,6,FALSE,"NMG88_RS06300","YheT family hydrolase","alpha/beta fold hydrolase"
"CACP_CANTR","77287398",1,7,7,7,FALSE,"NMG88_RS06305","alpha/beta hydrolase","alpha/beta hydrolase"
"WDR89_DICDI","77287421",-1,7,6,6,FALSE,"NMG88_RS06420","hypothetical protein","hypothetical protein"
"HFM1_HUMAN","77287439",-1,7,6,6,FALSE,"NMG88_RS06510","hypothetical protein","hypothetical protein"
"DRG2_HUMAN","77287440",1,7,7,7,FALSE,"NMG88_RS06515","GtrA family protein","GtrA family protein"
"IF2P_SCHPO","77287441",-1,7,6,6,FALSE,"NMG88_RS06520","hypothetical protein","hypothetical protein"
"BLM_HUMAN","77287455",-1,7,7,7,FALSE,"NMG88_RS06590","ATP-binding protein","ATP-binding protein"
"FKBP4_RHIO9","77287463",1,7,6,6,FALSE,"NMG88_RS06630","dihydroorotase","dihydroorotase"
"DRG1_BOVIN","77287470",-1,7,6,6,FALSE,"NMG88_RS06665","putative bifunctional diguanylate cyclase/phosphodiesterase","EAL domain-containing response regulator"
"SAHH_SCHPO","77287484",1,7,6,6,FALSE,"NMG88_RS06735","phycobilisome rod-core linker polypeptide","phycobilisome rod-core linker polypeptide"
"WDR35_RAT","77287489",-1,7,6,6,FALSE,"NMG88_RS06760","hypothetical protein","hypothetical protein"
"CBPC1_HUMAN","77287505",-1,7,7,7,FALSE,"NMG88_RS06840","tRNA epoxyqueuosine(34) reductase QueG","tRNA epoxyqueuosine(34) reductase QueG"
"ASCC3_BOVIN","77287513",-1,7,6,6,FALSE,"NMG88_RS06880","ACP S-malonyltransferase","ACP S-malonyltransferase"
"SYMPK_MOUSE","77287519",-1,7,7,7,FALSE,"NMG88_RS06910","mechanosensitive ion channel family protein","mechanosensitive ion channel domain-containing protein"
"AP3D1_HUMAN","77287527",-1,7,7,7,FALSE,"NMG88_RS06950","sensor histidine kinase","HAMP domain-containing sensor histidine kinase"
"BIG2_HUMAN","77287533",-1,7,7,7,FALSE,"NMG88_RS06980","sulfotransferase","sulfotransferase"
"LPL1_YEAST","77287560",1,7,7,7,FALSE,"NMG88_RS07115","L-glutamate gamma-semialdehyde dehydrogenase","L-glutamate gamma-semialdehyde dehydrogenase"
"RQL3_ARATH","77287560",1,7,7,7,FALSE,"NMG88_RS07115","L-glutamate gamma-semialdehyde dehydrogenase","L-glutamate gamma-semialdehyde dehydrogenase"
"STT3B_HUMAN","77287573",1,7,6,6,FALSE,"NMG88_RS07180","YegS/Rv2252/BmrU family lipid kinase","YegS/Rv2252/BmrU family lipid kinase"
"AB6C_ARATH","77287590",-1,7,6,6,FALSE,"NMG88_RS07265","radical SAM protein","radical SAM protein"
"CHM2A_XENTR","77287590",1,7,6,6,FALSE,"NMG88_RS07265","radical SAM protein","radical SAM protein"
"I5P2_HUMAN","77287605",-1,7,6,6,FALSE,"NMG88_RS07340","helicase HerA domain-containing protein","ATP-binding protein"
"ACD10_MOUSE","77287615",-1,7,6,6,FALSE,"NMG88_RS07390","GerMN domain-containing protein","GerMN domain-containing protein"
"IDE_DROME","77287635",1,7,6,6,FALSE,"NMG88_RS07490","ABC transporter permease","ABC transporter permease"
"NOL10_DANRE","77287646",1,7,7,7,FALSE,"NMG88_RS07545","hybrid sensor histidine kinase/response regulator","ATP-binding protein"
"GPD1L_MOUSE","77287660",-1,7,7,7,FALSE,"NMG88_RS07615","hypothetical protein","hypothetical protein"
"CFA91_HUMAN","77287661",-1,7,6,6,FALSE,"NMG88_RS07620","ABC transporter ATP-binding protein","ABC transporter ATP-binding protein"
"COPD_BOVIN","77287664",-1,7,6,6,FALSE,"NMG88_RS07635","Eco57I restriction-modification methylase domain-containing protein","TaqI-like C-terminal specificity domain-containing protein"
"ACA4_ARATH","77287667",-1,7,6,6,FALSE,"NMG88_RS07650","ABC transporter permease","ABC transporter permease"
"TSC2_SCHPO","77287667",-1,7,6,6,FALSE,"NMG88_RS07650","ABC transporter permease","ABC transporter permease"
"DNAI3_HUMAN","77287690",1,7,6,6,FALSE,"NMG88_RS07765","UDP-glucose 4-epimerase GalE","UDP-glucose 4-epimerase GalE"
"LPIN1_HUMAN","77287690",-1,7,6,6,FALSE,"NMG88_RS07765","UDP-glucose 4-epimerase GalE","UDP-glucose 4-epimerase GalE"
"RL15_QUESU","77287690",1,7,6,6,FALSE,"NMG88_RS07765","UDP-glucose 4-epimerase GalE","UDP-glucose 4-epimerase GalE"
"NCPR_MUSDO","77287693",-1,7,6,6,FALSE,"NMG88_RS07780","cytochrome b6-f complex subunit IV","cytochrome b6-f complex subunit IV"
"PSMD2_BOVIN","77287720",1,7,6,6,FALSE,"NMG88_RS07915","glucose-6-phosphate dehydrogenase","glucose-6-phosphate dehydrogenase"
"IPYR_DEBHA","77287727",-1,7,7,7,FALSE,"NMG88_RS07950","CHAT domain-containing protein","CHAT domain-containing protein"
"THG1_DICDI","77287727",1,7,7,7,FALSE,"NMG88_RS07950","CHAT domain-containing protein","CHAT domain-containing protein"
"COX12_YEAST","77287748",1,7,6,6,FALSE,"NMG88_RS08055","ABC transporter permease","ABC transporter permease"
"MRP3_MOUSE","77287749",-1,7,6,6,FALSE,"NMG88_RS08060","ABC transporter substrate-binding protein","ABC transporter substrate-binding protein"
"COX11_YEAST","77287754",1,7,6,6,FALSE,"NMG88_RS08085","putative lipid II flippase FtsW","putative lipid II flippase FtsW"
"GNAI_DROME","77287763",-1,7,7,7,FALSE,"NMG88_RS08130","DNA-methyltransferase","site-specific DNA-methyltransferase"
"TF2B_SCHPO","77287786",1,7,6,6,FALSE,"NMG88_RS08245","DUF4347 domain-containing protein","DUF4347 domain-containing protein"
"ZRT1_CANAL","77287800",1,7,7,7,FALSE,"NMG88_RS08315","CHAT domain-containing protein","CHAT domain-containing protein"
"HMGCL_MACFA","77287803",-1,7,6,6,FALSE,"NMG88_RS08330","M20 family metallopeptidase","M20 family metallopeptidase"
"CDK9_DANRE","77287827",1,7,7,7,FALSE,"NMG88_RS08450","hypothetical protein","hypothetical protein"
"SPC97_DICDI","77287837",1,7,6,6,FALSE,"NMG88_RS08500","NAD(P)H-quinone oxidoreductase subunit 5","NAD(P)H-quinone oxidoreductase subunit 5"
"YAGC_SCHPO","77287847",1,7,7,7,FALSE,"NMG88_RS08550","glycosyltransferase","glycosyltransferase"
"GSHR_DICDI","77287855",1,7,7,7,FALSE,"NMG88_RS08590","DUF6816 family protein","DUF6816 family protein"
"BBE12_ARATH","77287861",1,7,7,7,FALSE,"NMG88_RS08620","carbamoyl-phosphate synthase large subunit","carbamoyl-phosphate synthase large subunit"
"CBPC5_XENTR","77287865",-1,7,6,6,FALSE,"NMG88_RS08640","ABC transporter substrate-binding protein","ABC transporter substrate-binding protein"
"DGP14_ARATH","77287865",-1,7,6,6,FALSE,"NMG88_RS08640","ABC transporter substrate-binding protein","ABC transporter substrate-binding protein"
"PMGT2_BOVIN","77287872",1,7,6,6,FALSE,"NMG88_RS08675","DnaJ C-terminal domain-containing protein","DnaJ C-terminal domain-containing protein"
"GPI1_SCHPO","77287875",1,7,7,7,FALSE,"NMG88_RS08690","transporter substrate-binding protein","transporter substrate-binding protein"
"MDN1_SCHPO","77287880",-1,7,6,6,FALSE,"NMG88_RS08715","membrane protein insertase YidC","membrane protein insertase YidC"
"RPH1_YEAST","77287893",-1,7,7,7,FALSE,"NMG88_RS08780","phosphoenolpyruvate--protein phosphotransferase","phosphoenolpyruvate--protein phosphotransferase"
"GTO2_SCHPO","77287902",-1,7,7,7,FALSE,"NMG88_RS08825","hypothetical protein","hypothetical protein"
"ATCX_SCHPO","77287911",-1,7,7,7,FALSE,"NMG88_RS08870","type ISP restriction/modification enzyme","type ISP restriction/modification enzyme"
"CP131_MOUSE","77287913",-1,7,7,7,FALSE,"NMG88_RS08880","tetratricopeptide repeat protein","tetratricopeptide repeat protein"
"ASH1L_MOUSE","77287917",1,7,6,6,FALSE,"NMG88_RS08900","NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta","NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta"
"PK3C3_HUMAN","77287938",-1,7,6,6,FALSE,"NMG88_RS09005","hypothetical protein","hypothetical protein"
"PDI_HUMIN","77287955",-1,7,6,6,FALSE,"NMG88_RS09090","glycosyltransferase","glycosyltransferase"
"TT21B_HUMAN","77287955",-1,7,6,6,FALSE,"NMG88_RS09090","glycosyltransferase","glycosyltransferase"
"SUA5_SCHPO","77287961",1,7,6,6,FALSE,"NMG88_RS09120","Uma2 family endonuclease","Uma2 family endonuclease"
"PSD11_DROME","77287964",1,7,6,6,FALSE,"NMG88_RS09135","M3 family metallopeptidase","M3 family metallopeptidase"
"PUM3_HUMAN","77287964",1,7,6,6,FALSE,"NMG88_RS09135","M3 family metallopeptidase","M3 family metallopeptidase"
"PPB_YEAST","77287972",1,7,7,7,FALSE,"NMG88_RS09175","F0F1 ATP synthase subunit beta","F0F1 ATP synthase subunit beta"
"GAR1_NEOFI","77287982",1,7,7,7,FALSE,"NMG88_RS09225","ABC transporter substrate-binding protein","ABC transporter substrate-binding protein"
"RSP5_ASPFN","77287996",1,7,6,6,FALSE,"NMG88_RS09295","urea ABC transporter ATP-binding protein UrtD","urea ABC transporter ATP-binding protein UrtD"
"ATN1_PHYPA","77287999",-1,7,6,6,FALSE,"NMG88_RS09310","urea ABC transporter substrate-binding protein","urea ABC transporter substrate-binding protein"
"COQ6_CAEEL","77287999",1,7,6,6,FALSE,"NMG88_RS09310","urea ABC transporter substrate-binding protein","urea ABC transporter substrate-binding protein"
