"chytrid_gene","cyano_gene","spearman_r","n_nonzero_chy","n_nonzero_cyano","min_nonzero","suspicious","locus_tag","protein","product"
"DGP14_ARATH","77290074",-0.964285714285714,7,7,7,FALSE,"NMG88_RS19685","CBS domain-containing protein","CBS domain-containing protein"
"DYH5_HUMAN","77290074",0.964285714285714,7,7,7,FALSE,"NMG88_RS19685","CBS domain-containing protein","CBS domain-containing protein"
"MET23_XENLA","77290079",-0.964285714285714,7,7,7,FALSE,"NMG88_RS19710","preprotein translocase subunit SecA","preprotein translocase subunit SecA"
"NCS1_CHICK","77290079",0.964285714285714,7,7,7,FALSE,"NMG88_RS19710","preprotein translocase subunit SecA","preprotein translocase subunit SecA"
"DEGS1_DROME","77290080",-0.964285714285714,7,7,7,FALSE,"NMG88_RS19715","ABC transporter ATP-binding protein","ABC transporter ATP-binding protein"
"NT56_DROVI","77290080",-0.964285714285714,7,7,7,FALSE,"NMG88_RS19715","ABC transporter ATP-binding protein","ABC transporter ATP-binding protein"
"RMD5_ARATH","77290080",0.964285714285714,7,7,7,FALSE,"NMG88_RS19715","ABC transporter ATP-binding protein","ABC transporter ATP-binding protein"
"CDK3_HUMAN","77290082",0.964285714285714,7,7,7,FALSE,"NMG88_RS19725","bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD","bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD"
"ZNFX1_HUMAN","77290082",-0.964285714285714,7,7,7,FALSE,"NMG88_RS19725","bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD","bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD"
"AB11G_ARATH","77290085",-0.964285714285714,7,7,7,FALSE,"NMG88_RS19740","hypothetical protein","hypothetical protein"
"LCL3_YEAS1","77290085",-0.964285714285714,7,7,7,FALSE,"NMG88_RS19740","hypothetical protein","hypothetical protein"
