"chytrid_gene","cyano_gene","spearman_r","n_nonzero_chy","n_nonzero_cyano","min_nonzero","suspicious","locus_tag","protein","product"
"AB6C_ARATH","77289672",-0.926561645826376,7,4,4,FALSE,"NMG88_RS17675","DUF1997 domain-containing protein","DUF1997 domain-containing protein"
"PAQR1_HUMAN","77289704",0.926561645826376,7,4,4,FALSE,"NMG88_RS17835","50S ribosomal protein L21","50S ribosomal protein L21"
"ATC2_CRYNH","77289711",-0.926561645826376,7,4,4,FALSE,"NMG88_RS17870","response regulator transcription factor RpaB","response regulator transcription factor RpaB"
"PAQR1_HUMAN","77289908",0.926561645826376,7,4,4,FALSE,"NMG88_RS18855","hypothetical protein","hypothetical protein"
"DBP4_CRYNJ","77289926",0.926561645826376,7,4,4,FALSE,"NMG88_RS18945","HAS-barrel domain-containing protein","HAS-barrel domain-containing protein"
"AL1A3_HUMAN","77290017",-0.926561645826376,7,4,4,FALSE,"NMG88_RS19400","XisI protein","XisI protein"
"MOGT1_HUMAN","77290018",-0.926561645826376,7,4,4,FALSE,"NMG88_RS19405","GUN4 domain-containing protein","GUN4 domain-containing protein"
"PPCE_MOUSE","77290198",0.926561645826376,7,4,4,FALSE,"NMG88_RS20305","YggS family pyridoxal phosphate-dependent enzyme","YggS family pyridoxal phosphate-dependent enzyme"
"DBP4_CRYNJ","77290319",0.926561645826376,7,4,4,FALSE,"NMG88_RS20910","class I SAM-dependent methyltransferase","class I SAM-dependent methyltransferase"
"CBPC1_HUMAN","77290366",0.926561645826376,7,4,4,FALSE,"NMG88_RS21145","serine/threonine protein kinase","serine/threonine-protein kinase"
"PPCE_MOUSE","77290377",0.926561645826376,7,4,4,FALSE,"NMG88_RS21200","Rpn family recombination-promoting nuclease/putative transposase","Rpn family recombination-promoting nuclease/putative transposase"
"CBPC1_HUMAN","77290388",0.926561645826376,7,4,4,FALSE,"NMG88_RS21255","DNA polymerase III subunit delta'","DNA polymerase III subunit delta'"
"AB6C_ARATH","77286185",-0.91895621194947,7,5,5,FALSE,"NMG88_RS00240","50S ribosomal protein L11","50S ribosomal protein L11"
"AB6C_ARATH","77286258",-0.91895621194947,7,5,5,FALSE,"NMG88_RS00605","AbrB family transcriptional regulator","AbrB family transcriptional regulator"
"NPAL2_HUMAN","77286497",0.91895621194947,7,5,5,FALSE,"NMG88_RS01800","argininosuccinate synthase","argininosuccinate synthase"
"CAMKI_MACNP","77286598",0.91895621194947,7,5,5,FALSE,"NMG88_RS02305","TMEM165/GDT1 family protein","TMEM165/GDT1 family protein"
"MOGT1_HUMAN","77287020",-0.91895621194947,7,5,5,FALSE,"NMG88_RS04415","tetratricopeptide repeat protein","tetratricopeptide repeat protein"
"BIP_ASPAW","77287114",0.91895621194947,7,5,5,FALSE,"NMG88_RS04885","alpha-ketoacid dehydrogenase subunit beta","alpha-ketoacid dehydrogenase subunit beta"
"CAMKI_MACNP","77287142",0.91895621194947,7,5,5,FALSE,"NMG88_RS05025","hypothetical protein","hypothetical protein"
"MOGT1_HUMAN","77287962",-0.91895621194947,7,5,5,FALSE,"NMG88_RS09125","adenylosuccinate lyase","adenylosuccinate lyase"
"BIP_ASPAW","77288030",0.91895621194947,7,5,5,FALSE,"NMG88_RS09465","DUF1816 domain-containing protein","DUF1816 domain-containing protein"
"PAQR1_HUMAN","77288096",0.91895621194947,7,5,5,FALSE,"NMG88_RS09795","3-dehydroquinate synthase","3-dehydroquinate synthase"
"BIP_ASPAW","77288121",0.91895621194947,7,5,5,FALSE,"NMG88_RS09920","type I glyceraldehyde-3-phosphate dehydrogenase","type I glyceraldehyde-3-phosphate dehydrogenase"
"CAMKI_MACNP","77288144",0.91895621194947,7,5,5,FALSE,"NMG88_RS10035","type I methionyl aminopeptidase","type I methionyl aminopeptidase"
"ARF_CRYNB","77288148",0.91895621194947,7,7,7,FALSE,"NMG88_RS10055","DNA-binding protein","DNA-binding protein"
"NPAL2_HUMAN","77288188",0.91895621194947,7,5,5,FALSE,"NMG88_RS10255","Uma2 family endonuclease","Uma2 family endonuclease"
"ACA1_SCHPO","77288214",-0.91895621194947,7,5,5,FALSE,"NMG88_RS10385","ABC transporter permease","ABC transporter permease"
"MOGT1_HUMAN","77288227",-0.91895621194947,7,5,5,FALSE,"NMG88_RS10450","phage tail protein","phage tail protein"
"CAMKI_MACNP","77288241",0.91895621194947,7,5,5,FALSE,"NMG88_RS10520","OmpA family protein","OmpA family protein"
"ATC2_CRYNH","77288250",-0.91895621194947,7,5,5,FALSE,"NMG88_RS10565","iron-sulfur cluster biosynthesis transcriptional regulator SufR","iron-sulfur cluster biosynthesis transcriptional regulator SufR"
"CAMKI_MACNP","77288274",0.91895621194947,7,5,5,FALSE,"NMG88_RS10685","HEAT repeat domain-containing protein","HEAT repeat domain-containing protein"
"AB6C_ARATH","77288480",-0.91895621194947,7,5,5,FALSE,"NMG88_RS11715","RNA polymerase sigma factor, RpoD/SigA family","RNA polymerase sigma factor, RpoD/SigA family"
"ARF_CRYNB","77288490",0.91895621194947,7,7,7,FALSE,"NMG88_RS11765","hypothetical protein","hypothetical protein"
"ABCB6_HUMAN","77288527",0.91895621194947,7,5,5,FALSE,"NMG88_RS11950","potassium channel family protein","TrkA family potassium uptake protein"
"AL1A3_HUMAN","77288585",-0.91895621194947,7,5,5,FALSE,"NMG88_RS12240","hypothetical protein","hypothetical protein"
"SIK3_HUMAN","77288585",-0.91895621194947,7,5,5,FALSE,"NMG88_RS12240","hypothetical protein","hypothetical protein"
"BIP_ASPAW","77288618",0.91895621194947,7,5,5,FALSE,"NMG88_RS12405","MORN repeat-containing protein","MORN motif-containing protein"
"CAMKI_MACNP","77288928",0.91895621194947,7,5,5,FALSE,"NMG88_RS13955","chaperonin GroEL","chaperonin GroEL"
"ACA1_SCHPO","77288975",0.91895621194947,7,5,5,FALSE,"NMG88_RS14190","Uma2 family endonuclease","Uma2 family endonuclease"
"NPAL2_HUMAN","77288989",0.91895621194947,7,5,5,FALSE,"NMG88_RS14260","Uma2 family endonuclease","Uma2 family endonuclease"
"ARF_CRYNB","77289150",0.91895621194947,7,7,7,FALSE,"NMG88_RS15065","photosystem I core protein PsaB","photosystem I core protein PsaB"
"ARF_CRYNB","77289431",0.91895621194947,7,7,7,FALSE,"NMG88_RS16470","ABC1 kinase family protein","AarF/ABC1/UbiB kinase family protein"
"PHOP1_MOUSE","77289435",0.91895621194947,7,5,5,FALSE,"NMG88_RS16490","glycine cleavage system aminomethyltransferase GcvT","glycine cleavage system aminomethyltransferase GcvT"
"AB6C_ARATH","77289437",-0.91895621194947,7,5,5,FALSE,"NMG88_RS16500","endonuclease III","endonuclease III"
"PAQR1_HUMAN","77289497",0.91895621194947,7,5,5,FALSE,"NMG88_RS16800","5-(carboxyamino)imidazole ribonucleotide mutase","5-(carboxyamino)imidazole ribonucleotide mutase"
"MOGT1_HUMAN","77289570",0.91895621194947,7,5,5,FALSE,"NMG88_RS17165","rubredoxin","rubredoxin"
"DBP4_CRYNJ","77289698",0.91895621194947,7,5,5,FALSE,"NMG88_RS17805","circadian clock KaiB family protein","circadian clock KaiB family protein"
"SIK3_HUMAN","77289718",0.91895621194947,7,5,5,FALSE,"NMG88_RS17905","CobW family GTP-binding protein","GTP-binding protein"
"DBP4_CRYNJ","77289794",0.91895621194947,7,5,5,FALSE,"NMG88_RS18285","vWA domain-containing protein","VWA domain-containing protein"
"AB6C_ARATH","77289798",0.91895621194947,7,5,5,FALSE,"NMG88_RS18305","type II secretion system F family protein","type II secretion system F family protein"
"PAQR1_HUMAN","77290252",0.91895621194947,7,5,5,FALSE,"NMG88_RS20575","twin-arginine translocase subunit TatC","twin-arginine translocase subunit TatC"
"BIP_ASPAW","77290253",0.91895621194947,7,5,5,FALSE,"NMG88_RS20580","hypothetical protein","hypothetical protein"
"PHOP1_MOUSE","77290271",-0.91895621194947,7,5,5,FALSE,"NMG88_RS20670","class I SAM-dependent methyltransferase","class I SAM-dependent methyltransferase"
"ACA1_SCHPO","77290293",0.91895621194947,7,5,5,FALSE,"NMG88_RS20780","lysylphosphatidylglycerol synthase domain-containing protein","lysylphosphatidylglycerol synthase domain-containing protein"
"ATC2_CRYNH","77290293",0.91895621194947,7,5,5,FALSE,"NMG88_RS20780","lysylphosphatidylglycerol synthase domain-containing protein","lysylphosphatidylglycerol synthase domain-containing protein"
"CAMKI_MACNP","77290334",0.91895621194947,7,5,5,FALSE,"NMG88_RS20985","peptide chain release factor N(5)-glutamine methyltransferase","peptide chain release factor N(5)-glutamine methyltransferase"
"ARF_CRYNB","77290423",0.91895621194947,7,7,7,FALSE,"NMG88_RS21430","chemotaxis protein CheB","chemotaxis protein CheB"
"AB6C_ARATH","77290452",-0.91895621194947,7,5,5,FALSE,"NMG88_RS21575","UDP-glucuronic acid decarboxylase family protein","UDP-glucuronic acid decarboxylase family protein"
"AB6C_ARATH","77290604",-0.91895621194947,7,5,5,FALSE,"NMG88_RS22335","hypothetical protein","hypothetical protein"
"ARF_CRYNB","77288043",0.918181818181818,7,5,5,FALSE,"NMG88_RS09530","Uma2 family endonuclease","Uma2 family endonuclease"
"ARF_CRYNB","77289333",0.914529188360676,7,3,3,FALSE,"NMG88_RS15980","Calvin cycle protein CP12","Calvin cycle protein CP12"
"ARF_CRYNB","77289992",0.914529188360676,7,3,3,FALSE,"NMG88_RS19275","cofactor assembly of complex C subunit B","cofactor assembly of complex C subunit B"
"MOGT1_HUMAN","301148920",-0.906326967174966,7,3,3,FALSE,"NMG88_RS22670","SUMF1/EgtB/PvdO family nonheme iron enzyme",NA
"NU4M_USTMA","77286145",0.906326967174966,7,3,3,FALSE,"NMG88_RS00040","hypothetical protein","hypothetical protein"
"SIK3_HUMAN","77286150",0.906326967174966,7,3,3,FALSE,"NMG88_RS00065","DUF3007 family protein","DUF3007 family protein"
"SIK3_HUMAN","77286297",0.906326967174966,7,3,3,FALSE,"NMG88_RS00800","DUF5357 family protein","DUF5357 family protein"
"CAMKI_MACNP","77286335",0.906326967174966,7,3,3,FALSE,"NMG88_RS00990","pilus assembly FimT family protein","type II secretion system protein"
"ABCB6_HUMAN","77286392",-0.906326967174966,7,3,3,FALSE,"NMG88_RS01275","type II toxin-antitoxin system PemK/MazF family toxin","type II toxin-antitoxin system PemK/MazF family toxin"
"AB6C_ARATH","77286421",-0.906326967174966,7,3,3,FALSE,"NMG88_RS01420","photosystem II repair protein Psb32","TPM domain-containing protein"
"TRNL_SCHPO","77286421",0.906326967174966,7,3,3,FALSE,"NMG88_RS01420","photosystem II repair protein Psb32","TPM domain-containing protein"
"SIK3_HUMAN","77286541",0.906326967174966,7,3,3,FALSE,"NMG88_RS02020","type II toxin-antitoxin system VapC family toxin","type II toxin-antitoxin system VapC family toxin"
"DBP4_CRYNJ","77286599",0.906326967174966,7,3,3,FALSE,"NMG88_RS02310","YkgJ family cysteine cluster protein","YkgJ family cysteine cluster protein"
"NPAL2_HUMAN","77286619",0.906326967174966,7,3,3,FALSE,"NMG88_RS02410","Uma2 family endonuclease","Uma2 family endonuclease"
"PAQR1_HUMAN","77286635",0.906326967174966,7,3,3,FALSE,"NMG88_RS02490","HetP family heterocyst commitment protein","HetP family heterocyst commitment protein"
"CAMKI_MACNP","77286695",0.906326967174966,7,3,3,FALSE,"NMG88_RS02790","50S ribosomal protein L23","50S ribosomal protein L23"
"CAMKI_MACNP","77286706",0.906326967174966,7,3,3,FALSE,"NMG88_RS02845","30S ribosomal protein S8","30S ribosomal protein S8"
"SIK3_HUMAN","77286720",-0.906326967174966,7,3,3,FALSE,"NMG88_RS02915","50S ribosomal protein L13","50S ribosomal protein L13"
"BIP_ASPAW","77286778",0.906326967174966,7,3,3,FALSE,"NMG88_RS03205","hypothetical protein","hypothetical protein"
"NU4M_USTMA","77286856",-0.906326967174966,7,3,3,FALSE,"NMG88_RS03595","DUF1824 family protein","DUF1824 family protein"
"TRNL_SCHPO","77286945",-0.906326967174966,7,3,3,FALSE,"NMG88_RS04040","TerB family tellurite resistance protein","TerB family tellurite resistance protein"
"NU4M_USTMA","77286983",0.906326967174966,7,3,3,FALSE,"NMG88_RS04230","dihydropteroate synthase","dihydropteroate synthase"
"PAQR1_HUMAN","77287010",0.906326967174966,7,3,3,FALSE,"NMG88_RS04365","STAS domain-containing protein","STAS domain-containing protein"
"FEN1_NEMVE","77287029",-0.906326967174966,7,3,3,FALSE,"NMG88_RS04460","2TM domain-containing protein","2TM domain-containing protein"
"CBPC1_HUMAN","77287035",0.906326967174966,7,3,3,FALSE,"NMG88_RS04490","exosortase-dependent surface protein XDP2","exosortase-dependent surface protein XDP2"
"SYKC_SCHPO","77287069",0.906326967174966,7,3,3,FALSE,"NMG88_RS04660","glycosyltransferase family 2 protein","glycosyltransferase family 2 protein"
"NPAL2_HUMAN","77287211",0.906326967174966,7,3,3,FALSE,"NMG88_RS05370","HesB/IscA family protein","iron-sulfur cluster assembly accessory protein"
"CBPC1_HUMAN","77287248",0.906326967174966,7,3,3,FALSE,"NMG88_RS05555","alpha/beta hydrolase","alpha/beta hydrolase"
"CBPC1_HUMAN","77287256",-0.906326967174966,7,3,3,FALSE,"NMG88_RS05595","hypothetical protein","hypothetical protein"
"FEN1_NEMVE","77287427",-0.906326967174966,7,3,3,FALSE,"NMG88_RS06450","DUF3368 domain-containing protein","DUF3368 domain-containing protein"
"ATC2_CRYNH","77287467",0.906326967174966,7,3,3,FALSE,"NMG88_RS06650","hypothetical protein","hypothetical protein"
"BIP_ASPAW","77287476",-0.906326967174966,7,3,3,FALSE,"NMG88_RS06695","hypothetical protein","hypothetical protein"
"ACA1_SCHPO","77287488",0.906326967174966,7,3,3,FALSE,"NMG88_RS06755","6-carboxytetrahydropterin synthase","6-carboxytetrahydropterin synthase"
"PPCE_MOUSE","77287570",0.906326967174966,7,3,3,FALSE,"NMG88_RS07165","Hsp20/alpha crystallin family protein","Hsp20/alpha crystallin family protein"
"SIK3_HUMAN","77287836",0.906326967174966,7,3,3,FALSE,"NMG88_RS08495","hypothetical protein","hypothetical protein"
"SIK3_HUMAN","77287944",0.906326967174966,7,3,3,FALSE,"NMG88_RS09035","hypothetical protein","hypothetical protein"
"PHOP1_MOUSE","77287949",0.906326967174966,7,3,3,FALSE,"NMG88_RS09060","DUF4327 family protein","DUF4327 family protein"
"AMYA_DROMA","77287966",0.906326967174966,7,3,3,FALSE,"NMG88_RS09145","hypothetical protein","hypothetical protein"
"PHOP1_MOUSE","77288013",0.906326967174966,7,3,3,FALSE,"NMG88_RS09380","hypothetical protein","hypothetical protein"
"SIK3_HUMAN","77288150",0.906326967174966,7,3,3,FALSE,"NMG88_RS10065","ATP-dependent Clp protease adapter ClpS","ATP-dependent Clp protease adapter ClpS"
"ABCB6_HUMAN","77288266",-0.906326967174966,7,3,3,FALSE,"NMG88_RS10645","SxtJ family membrane protein","SxtJ family membrane protein"
"CBPC1_HUMAN","77288374",0.906326967174966,7,3,3,FALSE,"NMG88_RS11185","cobalamin biosynthesis protein","cobalamin biosynthesis protein"
"PAQR1_HUMAN","77288415",0.906326967174966,7,3,3,FALSE,"NMG88_RS11390","YlxR family protein","YlxR family protein"
"SIK3_HUMAN","77288466",0.906326967174966,7,3,3,FALSE,"NMG88_RS11645","HupE/UreJ family protein","HupE/UreJ family protein"
"AMYA_DROMA","77288501",0.906326967174966,7,3,3,FALSE,"NMG88_RS11820","XDD3 family exosortase-dependent surface protein","XDD3 family exosortase-dependent surface protein"
"NU4M_USTMA","77288646",0.906326967174966,7,3,3,FALSE,"NMG88_RS12545","hypothetical protein","hypothetical protein"
"PAQR1_HUMAN","77288664",0.906326967174966,7,3,3,FALSE,"NMG88_RS12635","cation diffusion facilitator family transporter","cation diffusion facilitator family transporter"
"PHOP1_MOUSE","77288728",0.906326967174966,7,3,3,FALSE,"NMG88_RS12955","hypothetical protein","hypothetical protein"
"AMYA_DROMA","77288852",0.906326967174966,7,3,3,FALSE,"NMG88_RS13575","hypothetical protein","hypothetical protein"
"PAQR1_HUMAN","77288990",0.906326967174966,7,3,3,FALSE,"NMG88_RS14265","hypothetical protein","hypothetical protein"
"FEN1_NEMVE","77288995",-0.906326967174966,7,3,3,FALSE,"NMG88_RS14290","lysophospholipid acyltransferase family protein","lysophospholipid acyltransferase family protein"
"FEN1_NEMVE","77289057",0.906326967174966,7,3,3,FALSE,"NMG88_RS14600","HNH endonuclease signature motif containing protein","HNH endonuclease signature motif containing protein"
"SYKC_SCHPO","77289084",-0.906326967174966,7,3,3,FALSE,"NMG88_RS14735","hypothetical protein","hypothetical protein"
"NPAL2_HUMAN","77289183",0.906326967174966,7,3,3,FALSE,"NMG88_RS15230","helix-turn-helix transcriptional regulator","hypothetical protein"
"NPAL2_HUMAN","77289332",0.906326967174966,7,3,3,FALSE,"NMG88_RS15975","DUF3177 family protein","DUF3177 family protein"
"ATC2_CRYNH","77289333",-0.906326967174966,7,3,3,FALSE,"NMG88_RS15980","Calvin cycle protein CP12","Calvin cycle protein CP12"
"NPAL2_HUMAN","77289343",0.906326967174966,7,3,3,FALSE,"NMG88_RS16030","DNA cytosine methyltransferase","DNA (cytosine-5-)-methyltransferase"
"PHOP1_MOUSE","77289481",0.906326967174966,7,3,3,FALSE,"NMG88_RS16720","MBL fold metallo-hydrolase","MBL fold metallo-hydrolase"
"PAQR1_HUMAN","77289527",0.906326967174966,7,3,3,FALSE,"NMG88_RS16950","rod shape-determining protein MreC","rod shape-determining protein MreC"
"SYKC_SCHPO","77289587",-0.906326967174966,7,3,3,FALSE,"NMG88_RS17250","ribosome silencing factor","ribosome silencing factor"
"DBP4_CRYNJ","77289597",0.906326967174966,7,3,3,FALSE,"NMG88_RS17300","DUF1269 domain-containing protein","DUF1269 domain-containing protein"
"PPCE_MOUSE","77289605",0.906326967174966,7,3,3,FALSE,"NMG88_RS17340","CAP domain-containing protein","CAP domain-containing protein"
"AMYA_DROMA","77289668",0.906326967174966,7,3,3,FALSE,"NMG88_RS17655","ArsR/SmtB family transcription factor","metalloregulator ArsR/SmtB family transcription factor"
"CAMKI_MACNP","77289754",0.906326967174966,7,3,3,FALSE,"NMG88_RS18085","SRPBCC family protein","SRPBCC family protein"
"ATC2_CRYNH","77289992",-0.906326967174966,7,3,3,FALSE,"NMG88_RS19275","cofactor assembly of complex C subunit B","cofactor assembly of complex C subunit B"
"NPAL2_HUMAN","77290020",0.906326967174966,7,3,3,FALSE,"NMG88_RS19415","hypothetical protein","hypothetical protein"
"TRNL_SCHPO","77290044",-0.906326967174966,7,3,3,FALSE,"NMG88_RS19535","Uma2 family endonuclease","Uma2 family endonuclease"
"SIK3_HUMAN","77290077",0.906326967174966,7,3,3,FALSE,"NMG88_RS19700","SsrA-binding protein SmpB","SsrA-binding protein SmpB"
"AMYA_DROMA","77290277",0.906326967174966,7,3,3,FALSE,"NMG88_RS20700","T3SS (YopN, CesT) and YbjN peptide-binding chaperone 1","YbjN domain-containing protein"
"DBP4_CRYNJ","77290541",0.906326967174966,7,3,3,FALSE,"NMG88_RS22020","transposase",NA
"PHOP1_MOUSE","77286156",0.900937462695559,7,5,5,FALSE,"NMG88_RS00095","IS200/IS605 family transposase",NA
"NPAL2_HUMAN","77286289",0.900937462695559,7,5,5,FALSE,"NMG88_RS00760","HD family phosphohydrolase","HDIG domain-containing metalloprotein"
"PHOP1_MOUSE","77286497",0.900937462695559,7,5,5,FALSE,"NMG88_RS01800","argininosuccinate synthase","argininosuccinate synthase"
"PHOP1_MOUSE","77286617",0.900937462695559,7,5,5,FALSE,"NMG88_RS02400","RNA methyltransferase","RNA methyltransferase"
"CBPC1_HUMAN","77286657",0.900937462695559,7,5,5,FALSE,"NMG88_RS02600","thiazole synthase","thiazole synthase"
"ARF_CRYNB","77286680",0.900937462695559,7,7,7,FALSE,"NMG88_RS02715","ABC transporter ATP-binding protein","ABC transporter ATP-binding protein"
"AL1A3_HUMAN","77286795",-0.900937462695559,7,5,5,FALSE,"NMG88_RS03290","cytochrome c biogenesis protein","cytochrome c biogenesis protein"
"NPAL2_HUMAN","77286810",-0.900937462695559,7,5,5,FALSE,"NMG88_RS03365","NAD(P)/FAD-dependent oxidoreductase","NAD(P)/FAD-dependent oxidoreductase"
"CBPC1_HUMAN","77286813",0.900937462695559,7,5,5,FALSE,"NMG88_RS03380","histidine phosphatase family protein","histidine phosphatase family protein"
"PHOP1_MOUSE","77286869",0.900937462695559,7,5,5,FALSE,"NMG88_RS03660","M48 family metallopeptidase","M48 family metallopeptidase"
"BIP_ASPAW","77286970",0.900937462695559,7,5,5,FALSE,"NMG88_RS04165","tryptophan--tRNA ligase","tryptophan--tRNA ligase"
"NU4M_USTMA","77287045",0.900937462695559,7,5,5,FALSE,"NMG88_RS04540","DUF2232 domain-containing protein","DUF2232 domain-containing protein"
"CBPC1_HUMAN","77287145",0.900937462695559,7,5,5,FALSE,"NMG88_RS05040","hydrogenase","hydrogenase"
"NPAL2_HUMAN","77287193",0.900937462695559,7,5,5,FALSE,"NMG88_RS05280","SPFH domain-containing protein","SPFH domain-containing protein"
"AMYA_DROMA","77287361",0.900937462695559,7,5,5,FALSE,"NMG88_RS06120","FTR1 family iron permease","FTR1 family protein"
"NPAL2_HUMAN","77287411",0.900937462695559,7,5,5,FALSE,"NMG88_RS06370","ShlB/FhaC/HecB family hemolysin secretion/activation protein","ShlB/FhaC/HecB family hemolysin secretion/activation protein"
"CBPC1_HUMAN","77288144",0.900937462695559,7,5,5,FALSE,"NMG88_RS10035","type I methionyl aminopeptidase","type I methionyl aminopeptidase"
"CBPC1_HUMAN","77288241",0.900937462695559,7,5,5,FALSE,"NMG88_RS10520","OmpA family protein","OmpA family protein"
"CBPC1_HUMAN","77288274",0.900937462695559,7,5,5,FALSE,"NMG88_RS10685","HEAT repeat domain-containing protein","HEAT repeat domain-containing protein"
"AL1A3_HUMAN","77288480",-0.900937462695559,7,5,5,FALSE,"NMG88_RS11715","RNA polymerase sigma factor, RpoD/SigA family","RNA polymerase sigma factor, RpoD/SigA family"
"BIP_ASPAW","77288523",-0.900937462695559,7,5,5,FALSE,"NMG88_RS11930","Uma2 family endonuclease","Uma2 family endonuclease"
"NPAL2_HUMAN","77288727",0.900937462695559,7,5,5,FALSE,"NMG88_RS12950","lysophospholipid acyltransferase family protein","lysophospholipid acyltransferase family protein"
"NPAL2_HUMAN","77288732",0.900937462695559,7,5,5,FALSE,"NMG88_RS12975","hypothetical protein","hypothetical protein"
"CBPC1_HUMAN","77288778",0.900937462695559,7,5,5,FALSE,"NMG88_RS13205","orotidine-5'-phosphate decarboxylase","orotidine-5'-phosphate decarboxylase"
"ARF_CRYNB","77288864",-0.900937462695559,7,6,6,FALSE,"NMG88_RS13635","DNA sulfur modification protein DndD","DNA sulfur modification protein DndD"
"ARF_CRYNB","77288923",-0.900937462695559,7,6,6,FALSE,"NMG88_RS13930","polysaccharide deacetylase family protein","polysaccharide deacetylase family protein"
"NU4M_USTMA","77288943",0.900937462695559,7,5,5,FALSE,"NMG88_RS14030","chemotaxis protein CheW","chemotaxis protein CheW"
"ARF_CRYNB","77288979",-0.900937462695559,7,6,6,FALSE,"NMG88_RS14210","mannosyltransferase family protein","mannosyltransferase family protein"
"AL1A3_HUMAN","77289049",-0.900937462695559,7,5,5,FALSE,"NMG88_RS14560","hypothetical protein","hypothetical protein"
"CBPC1_HUMAN","77289102",0.900937462695559,7,5,5,FALSE,"NMG88_RS14825","hypothetical protein","hypothetical protein"
"ARF_CRYNB","77289305",0.900937462695559,7,7,7,FALSE,"NMG88_RS15840","Calx-beta domain-containing protein","Calx-beta domain-containing protein"
"NU4M_USTMA","77289424",0.900937462695559,7,5,5,FALSE,"NMG88_RS16435","carboxypeptidase M32","carboxypeptidase M32"
"PPCE_MOUSE","77289498",0.900937462695559,7,5,5,FALSE,"NMG88_RS16805","N-acetylglucosamine-6-phosphate deacetylase","N-acetylglucosamine-6-phosphate deacetylase"
"ABCB6_HUMAN","77289592",-0.900937462695559,7,5,5,FALSE,"NMG88_RS17275","hypothetical protein","hypothetical protein"
"AB6C_ARATH","77290449",0.900937462695559,7,5,5,FALSE,"NMG88_RS21560","DUF1825 family protein","DUF1825 family protein"
"CBPC1_HUMAN","90530534",0.900937462695559,7,5,5,FALSE,"NMG88_RS22595","rubrerythrin family protein","rubredoxin"
